"game_name","game_number","ticket_price","overall_odds_1_in","prize_amount","prize_breakdown","n_prizes","approx_odds_1_in","implied_probability","tolerance_pct","raw"
"£2 MILLION RED","1455",5,3.34,500,"£500",187,123355,8.10668396092578e-06,7.13,"£500     £500                                                 187           123,355                +/- 7.13%"
"£2 MILLION RED","1455",5,3.34,500,"£25 x 20",177,130325,7.67312488010742e-06,7.13,"£500     £25 x 20                                             177           130,325                +/- 7.13%"
"£2 MILLION RED","1455",5,3.34,1000,"£1,000",15,1537824,6.5026947166906e-07,36.55,"£1,000     £1,000                                                15         1,537,824              +/- 36.55%"
"£2 MILLION RED","1455",5,3.34,1000,"(£15 MULT5 x 8) + (£25 x 8) + (£50 x 4)",16,1441710,6.9362076978033e-07,36.55,"£1,000     (£15 MULT5 x 8) + (£25 x 8) + (£50 x 4)               16         1,441,710              +/- 36.55%"
"£2 MILLION RED","1455",5,3.34,1000,"(£50 MULT2 x 8) + (£15 x 10) + (£25 x 2)",17,1356904,7.36971812302123e-07,36.55,"£1,000     (£50 MULT2 x 8) + (£15 x 10) + (£25 x 2)              17        1,356,904               +/- 36.55%"
"£2 MILLION RED","1455",5,3.34,5000,"£5,000",4,5766840,1.73405192445083e-07,36.55,"£5,000     £5,000                                                 4        5,766,840               +/- 36.55%"
"£2 MILLION RED","1455",5,3.34,1e+05,"£100,000",4,5766840,1.73405192445083e-07,36.55,"£100,000      £100,000                                              4         5,766,840               +/- 36.55%"
"£2 MILLION RED","1455",5,3.34,2e+06,"£2,000,000",4,5766840,1.73405192445083e-07,36.55,"£2,000,000      £2,000,000                                            4         5,766,840               +/- 36.55%"
"50X","1480",5,3.21,5,"£5",466440,30,0.0333333333333333,5,"£5    £5                                                 466,440                     30          +/- 5.00%"
"50X","1480",5,3.21,5,"£5 AUTOWIN",1166131,12,0.0833333333333333,5,"£5    £5 AUTOWIN                                         1,166,131                    12         +/- 5.00%"
"50X","1480",5,3.21,10,"£10",233048,61,0.0163934426229508,5,"£10     £10                                                233,048                     61          +/- 5.00%"
"50X","1480",5,3.21,10,"£10 AUTOWIN",419760,34,0.0294117647058824,5,"£10     £10 AUTOWIN                                         419,760                    34          +/- 5.00%"
"50X","1480",5,3.21,10,"£5 x 2",932864,15,0.0666666666666667,5,"£10     £5 x 2                                             932,864                      15         +/- 5.00%"
"50X","1480",5,3.21,15,"£15",186595,75,0.0133333333333333,5,"£15    £15                                                 186,595                    75          +/- 5.00%"
"50X","1480",5,3.21,15,"£15 AUTOWIN",373185,38,0.0263157894736842,5,"£15    £15 AUTOWIN                                         373,185                    38          +/- 5.00%"
"50X","1480",5,3.21,15,"£5 + £10",326463,43,0.0232558139534884,5,"£15    £5 + £10                                           326,463                     43          +/- 5.00%"
"50X","1480",5,3.21,20,"£20",46672,300,0.00333333333333333,5,"£20     £20                                                  46,672                  300           +/- 5.00%"
"50X","1480",5,3.21,20,"£20 AUTOWIN",93297,150,0.00666666666666667,5,"£20     £20 AUTOWIN                                          93,297                   150          +/- 5.00%"
"50X","1480",5,3.21,20,"£10 x 2",46680,300,0.00333333333333333,5,"£20     £10 x 2                                              46,680                  300           +/- 5.00%"
"50X","1480",5,3.21,50,"£50",13368,1047,0.000955109837631328,5,"£50     £50                                                   13,368               1,047           +/- 5.00%"
"50X","1480",5,3.21,50,"£50 AUTOWIN",16011,874,0.0011441647597254,5,"£50     £50 AUTOWIN                                            16,011                 874          +/- 5.00%"
"50X","1480",5,3.21,50,"£5 MULT10",15503,903,0.00110741971207087,5,"£50     £5 MULT10                                             15,503                 903           +/- 5.00%"
"50X","1480",5,3.21,50,"£10 MULT5",13318,1051,0.000951474785918173,5,"£50     £10 MULT5                                              13,318               1,051          +/- 5.00%"
"50X","1480",5,3.21,100,"£100",1329,10529,9.49757811758002e-05,5,"£100     £100                                                    1,329            10,529            +/- 5.00%"
"50X","1480",5,3.21,100,"(£5 x 20) WIN ALL",1784,7844,0.00012748597654258,5,"£100     (£5 x 20) WIN ALL                                       1,784              7,844           +/- 5.00%"
"50X","1480",5,3.21,100,"£5 MULT20",1331,10514,9.51112801978315e-05,5,"£100     £5 MULT20                                               1,331             10,514           +/- 5.00%"
"50X","1480",5,3.21,100,"£10 MULT10",1317,10625,9.41176470588235e-05,5,"£100     £10 MULT10                                               1,317           10,625            +/- 5.00%"
"50X","1480",5,3.21,100,"£20 MULT5",1331,10514,9.51112801978315e-05,5,"£100     £20 MULT5                                               1,331             10,514           +/- 5.00%"
"50X","1480",5,3.21,200,"£200",76,184118,5.43129949271663e-06,10.8,"£200     £200                                                        76           184,118          +/- 10.80%"
"50X","1480",5,3.21,200,"(£5 x 10) + (£10 x 7) + (£15 x 2) +",102,137186,7.28937355123701e-06,8.91,"£200     (£5 x 10) + (£10 x 7) + (£15 x 2) +                       102            137,186            +/- 8.91%"
"50X","1480",5,3.21,200,"£5 MULT20 + £10 MULT5 + £50",75,186573,5.35983234444427e-06,10.8,"£200      £5 MULT20 + £10 MULT5 + £50                               75            186,573           +/- 10.80%"
"50X","1480",5,3.21,200,"£10 MULT20",80,174912,5.71716062934504e-06,10.03,"£200      £10 MULT20                                                80             174,912          +/- 10.03%"
"50X","1480",5,3.21,200,"£20 MULT10",82,170646,5.86008461962191e-06,10.03,"£200      £20 MULT10                                                82           170,646            +/- 10.03%"
"50X","1480",5,3.21,1000,"£1,000",4,3498240,2.85858031467252e-07,36.55,"£1,000     £1,000                                                     4         3,498,240            +/- 36.55%"
"50X","1480",5,3.21,1000,"£10 MULT50 + £100 + (£200 x 2)",4,3498240,2.85858031467252e-07,36.55,"£1,000     £10 MULT50 + £100 + (£200 x 2)                          4            3,498,240             +/- 36.55%"
"50X","1480",5,3.21,1000,"£20 MULT50",8,1749120,5.71716062934504e-07,36.55,"£1,000     £20 MULT50                                              8             1,749,120            +/- 36.55%"
"50X","1480",5,3.21,5000,"£5,000",8,1749120,5.71716062934504e-07,36.55,"£5,000      £5,000                                                  8             1,749,120            +/- 36.55%"
"50X","1480",5,3.21,50000,"£50,000",4,3498240,2.85858031467252e-07,36.55,"£50,000      £50,000                                                 4            3,498,240             +/- 36.55%"
"50X","1480",5,3.21,1e+06,"£1,000,000",4,3498240,2.85858031467252e-07,36.55,"£1,000,000      £1,000,000                                              4            3,498,240             +/- 36.55%"
"£500 LOADED","1471",5,3.48,5,"£5",587021,28,0.0357142857142857,5,"£5   £5                                                            587,021              28           +/- 5.00%"
"£500 LOADED","1471",5,3.48,5,"£5 BONUS",533628,31,0.032258064516129,5,"£5                       £5 BONUS                                 533,628                31          +/- 5.00%"
"£500 LOADED","1471",5,3.48,5,"£5 BONUS",533828,30,0.0333333333333333,5,"£5                                       £5 BONUS                 533,828               30           +/- 5.00%"
"£500 LOADED","1471",5,3.48,10,"£10",106855,150,0.00666666666666667,5,"£10    £10                                                          106,855              150           +/- 5.00%"
"£500 LOADED","1471",5,3.48,10,"£10 BONUS",53413,300,0.00333333333333333,5,"£10                        £10 BONUS                                  53,413            300            +/- 5.00%"
"£500 LOADED","1471",5,3.48,10,"£10 BONUS",53413,300,0.00333333333333333,5,"£10                                        £10 BONUS                  53,413            300            +/- 5.00%"
"£500 LOADED","1471",5,3.48,10,"£5 DOUBLE",373641,43,0.0232558139534884,5,"£10    £5 DOUBLE                                                     373,641              43           +/- 5.00%"
"£500 LOADED","1471",5,3.48,10,"£5                  £5 BONUS",533732,30,0.0333333333333333,5,"£10    £5                  £5 BONUS                                  533,732              30           +/- 5.00%"
"£500 LOADED","1471",5,3.48,10,"£5 BONUS        £5 BONUS",533732,30,0.0333333333333333,5,"£10                        £5 BONUS        £5 BONUS                  533,732              30           +/- 5.00%"
"£500 LOADED","1471",5,3.48,15,"£15",53441,300,0.00333333333333333,5,"£15   £15                                                            53,441            300            +/- 5.00%"
"£500 LOADED","1471",5,3.48,15,"£15 BONUS",53237,301,0.00332225913621262,5,"£15                       £15 BONUS                                  53,237             301           +/- 5.00%"
"£500 LOADED","1471",5,3.48,15,"£15 BONUS",53413,300,0.00333333333333333,5,"£15                                       £15 BONUS                  53,413            300            +/- 5.00%"
"£500 LOADED","1471",5,3.48,15,"£5                  £5 BONUS        £5 BONUS",266866,60,0.0166666666666667,5,"£15   £5                  £5 BONUS        £5 BONUS                 266,866               60           +/- 5.00%"
"£500 LOADED","1471",5,3.48,15,"£5                                  £10 BONUS",213453,76,0.0131578947368421,5,"£15   £5                                  £10 BONUS                 213,453              76           +/- 5.00%"
"£500 LOADED","1471",5,3.48,15,"£5 DOUBLE           £5 BONUS",213629,75,0.0133333333333333,5,"£15   £5 DOUBLE           £5 BONUS                                  213,629              75           +/- 5.00%"
"£500 LOADED","1471",5,3.48,20,"£20",53237,301,0.00332225913621262,5,"£20    £20                                                            53,237             301           +/- 5.00%"
"£500 LOADED","1471",5,3.48,20,"£20 BONUS",53413,300,0.00333333333333333,5,"£20                        £20 BONUS                                  53,413            300            +/- 5.00%"
"£500 LOADED","1471",5,3.48,20,"£20 BONUS",53361,301,0.00332225913621262,5,"£20                                        £20 BONUS                  53,361             301           +/- 5.00%"
"£500 LOADED","1471",5,3.48,20,"£5 DOUBLE x 2",53414,300,0.00333333333333333,5,"£20    £5 DOUBLE x 2                                                  53,414            300            +/- 5.00%"
"£500 LOADED","1471",5,3.48,20,"£10           £5 BONUS              £5 BONUS",53441,300,0.00333333333333333,5,"£20    £10           £5 BONUS              £5 BONUS                   53,441            300            +/- 5.00%"
"£500 LOADED","1471",5,3.48,20,"£10 BONUS             £10 BONUS",53237,301,0.00332225913621262,5,"£20                  £10 BONUS             £10 BONUS                  53,237             301           +/- 5.00%"
